shop_id,weather_col_0,weather_col_1,weather_col_2,weather_col_3,weather_col_4,weather_col_5,weather_col_6
326,1,1,1,1,1,0,1
327,1,0,0,0,1,1,0
328,1,0,0,0,0,1,0
329,1,0,1,1,1,1,1
330,1,0,0,0,0,1,0
331,0,0,0,0,0,0,0
332,1,0,0,0,0,1,0
333,1,0,0,0,1,1,0
334,1,0,0,0,0,1,0
335,1,1,1,1,1,1,1
336,1,0,0,0,1,1,0
337,0,1,1,1,1,1,1
338,1,0,0,0,1,1,0
339,1,1,0,1,1,1,1
340,1,0,0,0,0,1,0
341,1,0,1,0,0,1,0
342,1,0,0,0,0,1,0
343,0,1,1,1,1,1,1
344,1,1,1,1,1,1,1
345,0,1,1,0,0,1,1
346,1,1,1,0,0,1,1
347,1,1,0,1,1,1,1
348,1,1,0,1,1,1,1
349,0,0,0,0,0,1,0
350,1,1,0,1,1,1,1
351,1,0,0,0,0,1,0
352,1,1,0,1,1,1,1
353,1,1,0,1,1,1,1
354,1,1,1,0,0,1,1
355,1,0,0,0,0,1,0
356,1,1,1,1,1,1,1
357,1,0,0,0,0,1,0
358,1,0,0,0,1,1,0
359,0,0,0,0,0,1,0
360,1,1,0,1,1,1,1
361,1,0,0,0,0,1,0
362,1,1,0,1,1,1,1
363,0,0,0,0,0,0,0
364,0,1,1,1,1,1,1
365,1,1,1,1,1,1,1
366,1,0,0,0,0,1,0
367,1,0,0,0,1,1,0
368,0,0,0,0,0,0,0
369,0,1,1,1,1,1,0
370,1,0,0,0,1,1,0
371,1,1,1,1,1,1,1
372,0,0,0,0,0,0,0
373,0,1,1,0,0,1,0
374,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0
376,1,0,1,1,1,1,1
377,1,1,1,1,1,1,1
378,1,0,0,0,0,1,0
379,1,0,0,0,0,1,0
380,1,0,1,0,0,1,0
381,1,0,0,0,0,1,0
382,1,0,0,0,0,1,0
383,1,0,0,0,0,1,0
384,1,0,0,0,1,1,0
385,1,1,1,1,1,1,1
386,1,0,0,0,1,1,0
387,1,0,0,0,0,1,0
388,1,1,0,1,1,1,1
389,1,0,0,0,1,1,0
390,1,1,0,1,1,1,1
391,1,0,0,0,1,1,0
392,1,1,0,1,1,1,1
393,1,1,1,1,1,1,1
394,1,0,0,1,1,1,1
395,1,0,0,0,1,1,0
396,1,0,0,0,0,1,0
397,1,0,0,0,1,1,0
398,1,1,0,1,1,1,1
399,1,0,0,0,0,1,0
400,1,1,1,1,1,1,1
401,0,0,1,0,0,1,0
402,1,0,0,0,1,1,0
403,1,0,1,0,1,1,1
404,1,0,0,0,1,1,0
405,1,0,1,0,1,1,1
406,1,0,0,0,0,1,0
407,1,0,0,0,1,1,0
408,0,1,1,0,0,1,0
409,0,0,0,0,0,0,0
410,1,1,1,0,0,1,1
411,1,0,0,0,0,1,0
412,1,1,1,1,1,1,1
413,1,1,0,1,1,1,1
414,1,1,1,1,1,1,1
415,1,0,0,0,1,1,0
416,1,1,1,1,1,1,1
417,1,1,1,1,1,0,1
418,1,0,0,0,0,1,0
419,1,1,1,1,1,1,1
420,1,1,1,1,1,1,1
421,1,0,1,0,0,1,0
422,0,0,1,0,0,1,0
423,0,0,0,0,0,0,0
424,1,1,1,1,1,1,1
425,1,0,0,0,1,1,0
426,1,0,0,0,1,1,0
427,1,0,0,0,1,1,0
428,1,1,1,1,1,1,1
429,1,0,1,0,0,1,0
430,1,1,1,1,1,1,1
431,0,1,1,1,1,1,1
432,1,1,1,1,1,0,1
433,1,1,1,1,1,1,1
434,0,0,0,0,0,0,0
435,0,0,0,0,0,1,0
436,0,0,0,0,0,0,0
437,1,1,1,1,1,1,1
438,1,0,0,0,0,1,0
439,1,1,1,0,1,1,0
440,1,0,0,0,0,1,0
441,1,0,0,0,1,1,0
442,1,1,0,1,1,1,1
443,1,0,0,0,1,1,0
444,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0
447,1,1,1,1,1,1,1
448,1,1,0,1,1,1,1
449,1,1,1,0,0,1,1
450,0,0,0,0,0,0,0
451,1,0,0,0,0,1,0
452,1,0,0,0,0,1,0
453,1,0,0,0,1,1,0
454,1,1,1,1,1,1,1
455,1,0,0,0,0,1,0
456,1,1,1,1,1,1,1
457,1,0,0,0,0,1,0
458,1,1,0,1,1,1,1
459,1,0,0,0,0,1,0
460,1,0,0,0,0,1,0
461,1,1,0,1,1,1,1
462,1,1,0,1,1,1,1
463,0,0,0,0,0,0,0
464,1,1,0,1,1,1,1
465,1,0,0,0,1,1,0
466,0,0,0,0,0,0,0
467,1,1,1,1,1,1,1
468,1,1,1,1,1,1,1
469,1,1,0,1,1,1,1
470,1,0,0,0,1,1,0
471,1,0,0,0,0,1,0
472,1,0,0,0,0,1,0
473,1,1,0,1,1,1,1
474,1,0,0,0,0,1,0
475,1,1,1,1,1,1,1
476,1,0,0,0,0,1,0
477,1,0,0,0,0,1,0
478,1,1,1,1,1,1,1
479,1,1,0,1,1,1,1
480,1,1,1,1,0,1,1
481,0,0,0,0,0,0,0
482,1,1,0,1,1,1,1
483,1,1,1,1,1,1,1
484,1,0,0,0,0,1,0
485,1,0,0,0,0,1,0
486,1,0,0,0,0,1,0
487,1,0,0,0,1,1,0
488,1,1,0,1,1,1,1
489,1,1,1,0,0,1,1
490,0,1,1,1,1,1,1
491,1,1,0,1,1,1,1
492,1,0,0,0,0,1,0
493,1,1,1,1,1,1,1
494,1,1,0,1,1,1,1
495,1,1,1,1,1,1,1
496,1,0,0,0,1,1,0
497,0,0,0,0,0,0,0
498,1,0,0,0,0,1,0
499,1,0,0,1,1,1,1
500,1,0,0,0,0,1,0
501,1,1,0,1,1,1,1
502,1,1,1,1,1,1,1
503,1,0,0,0,0,1,0
504,0,0,1,0,0,1,0
505,1,1,1,1,1,1,1
506,1,1,0,1,1,1,1
507,1,1,1,1,1,1,1
508,1,1,0,1,1,1,1
509,0,1,1,0,0,1,0
510,1,1,1,0,0,1,1
511,1,1,0,1,1,1,1
512,0,0,0,0,0,0,0
513,1,1,0,1,1,1,1
514,1,0,0,0,0,1,0
515,1,1,1,1,1,1,1
516,1,0,0,0,0,1,0
517,1,0,0,0,0,1,0
518,1,0,0,0,0,1,0
519,1,0,0,0,1,1,0
520,1,0,0,0,1,1,1
521,1,0,0,0,1,1,0
522,1,1,1,1,1,1,1
523,0,0,0,0,0,0,0
524,1,0,0,0,0,1,0
525,1,1,1,1,1,1,1
526,0,0,0,0,0,0,0
527,1,0,0,0,0,1,0
528,1,0,1,0,0,1,0
529,1,0,0,0,0,1,0
530,1,1,1,1,1,1,1
531,1,0,0,0,0,1,0
532,1,0,0,0,0,1,0
533,1,1,1,1,1,1,1
534,1,0,0,0,0,1,0
535,0,0,0,1,1,1,1
536,1,0,0,0,1,1,0
537,1,0,0,0,0,1,1
538,1,1,0,1,1,1,1
539,1,1,1,1,1,1,1
540,1,1,1,0,0,1,1
541,1,1,1,0,0,1,1
542,1,0,0,0,0,1,0
543,1,0,0,0,0,1,0
544,1,0,1,0,0,1,0
545,1,1,1,1,1,1,1
546,0,1,1,1,1,1,1
547,1,1,1,1,1,1,1
548,1,0,0,0,1,1,0
549,1,0,0,0,0,1,0
550,1,0,0,0,1,1,0
551,1,0,0,0,1,1,0
552,1,0,0,0,0,1,0
553,1,0,0,0,0,1,0
554,1,1,1,1,1,1,1
555,1,0,0,0,0,1,0
556,1,1,1,0,0,1,1
557,1,1,1,1,1,1,1
558,1,1,1,1,1,1,1
559,1,1,1,1,1,1,1
560,0,0,0,0,0,0,0
561,1,0,0,0,0,1,0
562,1,0,0,0,0,1,0
563,0,1,1,1,0,1,1
564,1,0,1,0,0,1,0
565,1,0,0,0,1,1,0
566,0,0,0,0,0,1,0
567,1,1,0,1,1,1,1
568,0,0,0,0,0,1,0
569,1,1,1,1,1,1,1
570,0,0,0,0,0,1,0
571,1,0,0,0,1,1,0
572,1,0,0,0,0,1,0
573,1,1,1,1,1,0,1
574,1,0,0,0,1,1,0
575,1,0,0,0,0,1,0
576,1,0,0,0,0,1,1
577,1,1,1,0,1,1,0
578,1,1,1,1,1,1,1
579,1,0,0,0,1,1,0
580,1,0,1,0,0,1,0
581,1,0,0,0,1,1,0
582,1,0,0,0,0,1,0
583,0,0,0,0,0,0,0
584,0,0,0,0,1,0,1
585,1,0,0,0,1,1,0
586,1,0,0,0,0,1,0
587,1,0,0,1,1,1,1
588,1,1,1,0,0,1,1
589,1,1,1,0,1,1,0
590,1,1,1,1,1,1,1
591,0,0,0,0,1,1,1
592,1,0,0,0,0,1,0
593,1,0,0,0,0,1,0
594,1,1,0,1,1,1,1
595,1,0,0,0,0,1,0
596,0,1,1,1,1,1,1
597,1,0,0,0,0,1,0
598,1,1,0,1,1,1,1
599,1,0,0,0,0,1,0
600,1,0,0,0,1,1,0
601,1,0,1,0,1,1,1
602,1,1,1,1,1,1,1
603,1,0,0,0,0,1,0
604,1,0,0,0,1,1,0
605,0,0,0,0,0,0,1
606,0,1,1,1,1,1,1
607,1,0,0,0,0,1,0
608,1,1,1,0,1,1,0
609,0,0,0,0,0,0,0
610,1,0,0,1,1,1,1
611,1,1,1,1,1,1,1
612,1,0,0,0,0,1,0
613,0,1,1,1,1,1,1
614,1,0,0,0,1,1,0
615,1,0,0,0,0,1,0
616,1,1,1,1,1,1,1
617,1,1,1,1,1,1,1
618,1,0,0,0,1,1,0
619,1,1,1,1,1,1,1
620,1,0,0,0,1,1,0
621,1,1,1,1,1,1,1
622,1,0,1,0,0,1,0
623,1,1,0,1,1,1,1
624,1,0,0,0,0,1,0
625,0,0,0,1,0,1,1
626,1,0,0,0,0,1,0
627,1,1,0,1,1,1,1
628,1,1,0,1,1,1,1
629,1,0,0,0,1,1,0
630,0,1,1,1,1,1,1
631,1,0,0,0,0,1,0
632,0,1,1,0,0,1,0
633,1,0,0,0,0,1,0
634,1,0,0,0,1,1,0
635,0,0,0,0,0,0,0
636,1,0,0,0,0,1,0
637,0,0,0,0,0,0,0
638,1,1,1,1,1,1,1
639,1,0,0,0,0,1,0
640,1,1,0,1,1,1,1
641,1,1,1,1,0,1,1
642,1,0,0,0,0,1,0
643,1,1,1,0,0,1,1
644,1,1,1,1,1,1,1
645,1,1,1,1,1,1,1
646,1,0,0,0,0,1,0
647,0,0,0,0,0,0,1
648,1,0,0,0,0,1,0
649,1,0,0,0,0,1,0
650,1,1,1,1,1,1,1
651,1,0,0,0,0,1,0
652,1,0,0,0,0,1,0
653,1,1,1,0,0,1,1
654,1,0,0,1,1,1,1
655,0,1,1,1,1,1,1
656,1,0,0,0,0,1,0
657,0,0,0,0,0,0,0
658,1,0,0,0,1,1,0
659,1,1,1,1,1,1,1
660,1,0,0,0,1,1,0
661,1,1,0,1,1,1,1
662,1,0,0,0,0,1,0
663,1,0,0,0,1,1,0
664,0,1,1,1,1,1,1
665,1,0,0,0,0,1,0
666,1,0,1,0,1,1,1
667,1,0,0,0,0,1,0
668,1,0,0,0,0,1,0
669,0,1,1,1,1,1,1
670,1,0,0,0,0,1,0
671,1,0,1,0,1,1,1
672,1,0,0,0,0,1,0
673,0,0,0,0,1,0,1
674,1,1,1,1,1,1,1
675,0,1,1,1,1,1,1
676,1,0,0,0,1,1,0
677,1,1,1,1,1,1,1
678,1,1,1,1,1,1,1
679,1,1,1,0,0,1,1
680,1,1,1,1,1,1,1
681,1,1,1,1,1,1,1
682,1,0,0,0,0,1,0
683,1,1,1,1,1,1,1
684,1,1,1,1,1,0,1
685,1,1,0,1,1,1,1
686,1,0,0,0,1,1,0
687,0,0,0,0,0,0,0
688,1,1,1,1,1,1,1
689,1,0,0,0,1,1,0
690,1,0,0,0,1,1,0
691,1,1,0,1,1,1,1
692,1,0,0,1,1,1,0
693,0,0,0,0,0,0,0
694,1,0,0,0,1,1,0
695,1,0,0,0,0,1,0
696,1,0,0,0,1,1,0
697,1,0,0,0,0,1,0
698,1,0,0,0,1,1,0
699,1,0,0,0,1,1,0
700,1,0,0,0,0,1,0
701,1,0,0,0,0,1,0
702,1,0,0,0,0,1,0
703,1,1,0,1,1,0,1
704,1,0,1,0,1,1,1
705,1,0,0,0,0,1,0
706,1,0,0,0,0,1,0
707,1,1,1,1,1,1,1
708,1,1,1,1,1,1,1
709,1,0,0,0,1,1,0
710,1,1,1,1,1,1,1
711,1,1,1,0,0,1,1
712,1,1,1,1,1,1,1
713,1,0,0,0,1,1,0
714,0,0,0,0,0,1,0
715,1,0,0,0,0,1,0
716,1,0,0,0,0,1,0
717,1,0,0,0,0,1,0
718,0,0,0,0,0,1,0
719,0,0,0,0,0,0,0
720,1,1,1,1,1,1,1
721,0,1,1,0,0,1,0
722,1,0,0,0,0,1,0
723,1,0,0,0,1,1,0
724,0,1,1,1,1,1,1
725,1,1,1,0,1,1,0
726,1,1,0,1,1,1,1
727,1,1,1,1,1,1,1
728,1,1,1,1,1,1,1
729,1,0,0,0,0,1,1
730,0,1,1,1,1,1,1
731,1,1,1,1,1,1,1
732,1,1,1,0,0,1,1
733,1,1,1,1,1,1,1
734,1,1,0,1,1,1,1
735,0,1,1,1,1,1,0
736,1,0,0,0,1,1,0
737,1,1,1,1,1,1,1
738,1,1,1,0,0,1,1
739,0,1,1,1,1,1,0
740,1,0,0,0,0,1,0
741,1,0,0,0,0,1,0
742,1,0,0,0,1,1,0
743,1,1,0,1,1,1,1
744,1,0,0,1,1,1,1
745,1,0,0,0,1,1,0
746,1,1,1,1,1,1,1
747,1,0,0,0,0,1,0
748,0,0,1,0,0,1,0
749,0,0,0,0,0,1,0
750,1,0,1,0,0,1,0
751,1,0,0,0,0,1,0
752,1,1,1,1,1,1,1
753,1,1,0,1,1,1,1
754,1,0,0,0,0,1,0
755,1,1,1,1,0,1,1
756,1,0,0,0,0,1,0
757,0,0,0,1,0,1,1
758,1,0,0,0,0,1,0
759,1,0,0,0,1,1,0
760,0,0,0,0,0,0,0
761,1,1,1,1,1,1,1
762,1,1,0,1,1,1,1
763,1,0,1,0,0,1,0
764,1,0,1,0,0,1,0
765,1,0,0,0,1,1,0
766,0,0,0,1,0,1,1
767,1,1,1,1,1,1,1
768,1,1,1,0,1,1,0
769,1,0,0,0,0,1,0
770,1,0,0,0,0,1,0
771,0,1,1,1,1,1,0
772,1,1,0,1,1,1,1
773,1,0,0,0,0,1,0
774,0,0,0,0,0,0,1
775,1,1,0,1,1,1,1
776,0,0,0,1,0,1,1
777,1,0,0,0,0,1,0
778,1,0,0,0,1,1,0
779,1,0,1,0,0,1,0
780,1,1,1,0,0,1,1
781,1,0,0,0,0,1,1
782,1,1,1,1,1,0,1
783,1,1,0,1,1,1,1
784,1,0,1,0,0,1,0
785,1,0,0,0,0,1,0
786,1,1,1,1,1,1,1
787,0,0,0,1,0,1,1
788,1,1,0,1,1,1,1
789,1,0,0,0,1,1,0
790,1,0,0,0,0,1,0
791,1,0,1,0,1,1,1
792,1,0,0,0,1,1,0
793,1,1,1,1,1,1,1
794,0,0,0,0,0,0,0
795,1,0,0,0,1,1,0
796,1,1,1,1,1,1,1
797,0,0,0,0,0,1,0
798,1,1,0,1,1,1,1
799,1,0,0,0,0,1,0
800,1,0,0,0,1,1,0
801,0,0,0,0,0,0,0
802,1,1,1,1,1,1,1
803,0,0,0,0,0,0,0
804,1,1,0,1,1,1,1
805,1,1,0,1,1,1,1
806,1,0,0,0,1,1,0
807,0,1,1,1,1,1,1
808,0,0,0,0,0,0,0
809,1,1,0,1,1,1,1
810,1,1,0,1,1,1,1
811,1,0,0,0,1,1,0
812,1,0,0,0,0,1,0
813,1,1,0,1,1,1,1
814,1,0,0,0,0,1,0
815,1,1,0,1,1,1,1
816,0,0,0,0,0,1,0
817,1,0,0,0,1,1,0
818,1,0,0,0,1,1,0
819,1,1,0,1,1,1,1
820,0,0,0,0,0,0,0
821,1,0,0,0,1,1,0
822,1,0,0,0,0,1,0
823,0,0,0,0,0,0,0
824,1,0,0,0,1,1,0
825,0,0,0,0,0,0,0
826,1,1,0,1,1,1,1
827,1,1,0,1,1,1,1
828,1,0,0,0,0,1,0
829,1,0,0,0,0,1,0
830,0,1,1,1,1,1,1
831,1,0,0,0,0,1,0
832,0,0,0,0,0,0,0
833,1,1,1,0,0,1,1
834,1,0,0,0,1,1,0
835,1,0,0,0,0,1,0
836,1,1,1,1,1,1,1
837,1,0,1,0,1,1,1
838,1,0,0,0,0,1,0
839,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0
841,1,0,0,0,1,1,0
842,1,0,0,0,1,1,0
843,0,1,1,1,1,1,1
844,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0
846,1,1,1,1,1,1,1
847,1,0,0,0,0,1,0
848,1,1,1,1,1,1,1
849,1,0,0,0,0,1,0
850,1,0,0,0,0,1,0
851,1,1,1,1,0,1,1
852,0,0,0,0,0,0,0
853,1,0,0,1,1,1,1
854,1,0,0,0,0,1,0
855,1,1,0,1,1,1,1
856,1,1,1,1,1,1,1
857,1,1,1,0,0,1,1
858,1,0,0,0,1,1,0
859,1,0,0,0,1,1,0
860,1,0,0,0,0,1,0
861,1,0,0,0,0,1,0
862,1,0,0,0,1,1,0
863,1,0,0,0,0,1,0
864,1,0,0,0,0,1,0
865,1,0,0,0,0,1,0
866,1,0,0,0,0,1,0
867,1,1,0,1,1,1,1
868,1,0,0,0,0,1,0
